accX,accY,accZ,gyroX,gyroY,gyroZ,angleX
1.3442,0.8501,1.0278,-12.5732,-82.3975,-1.4038,63.265
1.2598,0.8354,1.0122,-14.4653,-75.8667,-4.3945,64.457
1.21,0.8062,0.9678,-15.4419,-75.4395,-5.5542,65.671
1.2705,0.7983,0.8862,-18.7378,-75.5615,-5.7983,68.165
1.3315,0.7974,0.8804,-20.3247,-70.9839,-6.4087,69.335
1.3496,0.8149,0.894,-19.4702,-64.5752,-7.3853,70.417
1.3369,0.8369,0.9136,-20.752,-57.9224,-7.6904,71.378
1.2656,0.8257,0.9458,-20.813,-57.8613,-8.728,72.35
1.167,0.8008,0.9531,-18.5547,-68.1152,-11.8408,73.581
1.0732,0.7725,0.9219,-15.7471,-85.6934,-11.0474,75.19
1.0264,0.7539,0.876,-13.4277,-108.7036,-7.019,77.278
1.0654,0.7446,0.8267,-10.0098,-129.4556,-1.8311,79.843
1.1812,0.7666,0.7793,-4.8828,-139.5874,2.6245,82.711
1.3306,0.7998,0.7412,-3.418,-134.7046,3.1128,85.545
1.4556,0.8442,0.7334,-3.1738,-118.103,2.4414,88.072
1.499,0.8882,0.7378,-7.5073,-97.3511,1.2207,90.121
1.3521,0.8711,0.7402,-13.855,-67.5049,-5.0659,91.719
1.252,0.8193,0.7183,-14.8926,-65.2466,-5.3711,93.049
1.1938,0.7783,0.689,-14.8926,-69.2749,-3.479,94.318
1.2031,0.769,0.6611,-15.0757,-75.0122,-2.0752,97.125
1.2593,0.7852,0.6343,-15.8081,-78.2471,-1.0986,98.635
1.313,0.8154,0.6245,-16.7236,-77.0874,-1.5869,100.096
1.333,0.8296,0.6279,-17.7612,-74.585,-1.709,101.475
1.3105,0.8267,0.6362,-17.0898,-71.8384,-1.5259,102.788
1.2603,0.8174,0.6343,-15.8081,-72.6929,-1.77,104.112
1.2173,0.7998,0.6191,-14.4653,-76.7822,-0.3052,105.518
1.2139,0.7856,0.6069,-12.8174,-81.3599,2.3804,107.023
1.2578,0.7822,0.5947,-10.8643,-83.374,4.4556,108.572
1.3291,0.7925,0.585,-8.3008,-79.7119,6.1035,110.067
1.4155,0.8208,0.5552,-4.1504,-59.7534,8.667,111.401
1.3804,0.8267,0.5532,-3.6011,-50.4761,8.4229,112.538
1.3218,0.8145,0.5449,-1.9531,-45.166,7.7515,113.489
1.2788,0.793,0.5337,-0.4272,-44.0063,8.728,114.351
1.2803,0.7739,0.5278,1.2207,-44.6167,9.6436,115.208
1.3286,0.7686,0.5229,3.7842,-43.5791,10.498,116.087
1.394,0.7754,0.5142,5.7373,-37.7197,11.1694,116.982
1.4409,0.7842,0.5,6.958,-27.4048,10.6201,118.422
1.4409,0.7935,0.4814,7.5684,-0.6104,8.2397,118.586
1.4102,0.7949,0.4805,7.2021,10.6812,5.9204,118.531
1.3623,0.8042,0.4927,5.8594,16.7847,3.6011,118.334
1.314,0.8008,0.499,5.0049,17.2119,1.8921,118.109
1.2905,0.79,0.5,4.1504,12.8784,1.77,117.944
1.2998,0.7788,0.5,4.0894,7.5684,2.0752,117.872
1.333,0.7778,0.5015,5.0049,4.3335,2.7466,117.867
1.375,0.7837,0.5024,5.8594,5.3101,3.2959,117.867
1.4092,0.7852,0.5034,6.958,10.498,3.3569,117.784
1.4292,0.7886,0.5073,8.3618,19.5312,3.2959,117.554
1.437,0.793,0.5142,10.498,43.0908,0.6104,117.12
1.4233,0.8008,0.5269,10.7422,54.0771,-0.4883,116.455
1.4233,0.8008,0.5269,10.7422,54.0771,-0.4883,115.576
1.3589,0.8052,0.563,10.1318,63.7207,-2.9907,113.395
1.3335,0.7959,0.5742,10.498,62.5,-2.5024,112.275
1.3174,0.7876,0.5869,11.3525,58.2275,-2.1362,111.231
1.3223,0.7852,0.6035,12.3291,53.4058,-0.7935,110.281
1.3398,0.7837,0.6035,13.3057,50.7202,0.9766,109.391
1.3545,0.7896,0.6016,14.6484,50.5981,2.0142,108.512
1.3701,0.8027,0.6045,14.1602,52.9175,1.4648,107.562
1.3896,0.8062,0.6035,12.7563,57.9834,1.2207,106.474
1.4082,0.8096,0.603,11.8408,65.7349,1.1597,105.189
1.4146,0.8027,0.6108,10.9253,75.6226,-0.4883,103.651
1.3765,0.8276,0.6724,10.6812,91.98,-6.7139,101.876
1.3496,0.8188,0.689,9.2163,96.3745,-7.3242,97.762
1.3496,0.8188,0.689,9.2163,96.3745,-7.3242,97.762
1.3188,0.7744,0.7051,8.5449,95.6421,-7.5684,95.592
1.3149,0.7715,0.7144,8.7891,94.6045,-6.6528,93.45
1.3242,0.7793,0.7222,8.8501,94.9707,-5.4932,89.209
1.3486,0.791,0.7402,8.5449,98.8159,-4.4556,87.001
1.3848,0.7993,0.7583,8.5449,107.2998,-2.9907,84.611
1.4199,0.8037,0.77,9.8267,120.2393,-1.5259,81.953
1.4355,0.8105,0.7852,10.9253,135.8032,-1.4038,78.981
1.4058,0.8228,0.8047,10.8032,150.8179,-2.8076,78.981
1.3511,0.8232,0.8262,10.1318,161.7432,-4.8828,72.367
1.2891,0.8179,0.8569,9.7656,167.6025,-5.7373,69.005
1.231,0.8032,0.8892,8.667,169.4946,-3.9673,65.742
1.2085,0.7812,0.9248,8.2397,169.4336,-1.5259,62.639
1.2305,0.7661,0.9478,9.3384,171.6309,0.6714,59.661
1.2729,0.7749,0.9727,11.2305,177.7344,1.6479,56.777
1.3027,0.8018,0.9844,11.6577,186.4624,3.1128,53.943
1.2534,0.8496,1.0352,11.3525,201.355,4.2725,51.185
1.166,0.8408,1.0664,10.437,203.5522,3.7842,48.56
1.061,0.813,1.0884,11.1084,199.707,3.7231,43.967
0.9653,0.7944,1.1299,12.207,190.1245,3.0518,42.111
0.9146,0.7856,1.1797,14.4653,177.063,3.54,40.551
0.9302,0.793,1.2329,16.6626,164.1846,6.1035,39.227
1,0.8057,1.2671,17.2729,157.3486,9.1553,38.035
1.0693,0.8164,1.2661,15.5029,158.02,10.9863,36.887
1.103,0.8296,1.2568,12.085,162.5366,10.9253,35.755
1.0771,0.856,1.2417,7.2632,167.7856,8.1787,34.645
0.9136,0.915,1.2847,1.4038,165.4053,3.9673,33.613
0.853,0.8657,1.2871,-2.3804,153.3813,5.249,32.673
0.7842,0.8525,1.3174,-2.8076,137.4512,6.897,31.855
0.7524,0.8184,1.3525,-5.0659,119.9341,7.1411,31.146
0.8047,0.7607,1.3716,-3.9062,106.6895,5.9204,30.558
0.8809,0.7856,1.4097,0.6104,103.7598,1.8921,29.614
0.8545,0.8027,1.4058,-4.0894,102.8442,-0.7324,29.152
0.8237,0.7944,1.4014,-7.0801,99.3652,-0.4272,28.696
0.8003,0.7959,1.3999,-6.897,94.7876,-1.0376,28.279
0.731,0.8149,1.4321,-8.8501,86.1816,-3.2959,27.9
0.7007,0.8066,1.4346,-8.728,73.4253,-3.7842,27.587
0.7266,0.7949,1.4448,-6.4087,64.6973,-2.6245,27.323
0.75,0.8105,1.4604,-5.4321,60.0586,-1.2207,27.081
0.7783,0.8394,1.4604,-7.8125,60.2417,0.9155,26.807
0.8354,0.8706,1.4482,-11.4746,65.4297,0.9766,26.488
0.7944,0.876,1.4556,-18.4937,74.0356,2.6245,26.065
0.8252,0.8657,1.4497,-21.9116,80.3833,4.9438,25.593
0.6689,0.731,1.4478,-35.4004,84.8389,6.2256,24.401
0.5488,0.6597,1.4663,-32.5317,75.7446,2.6245,23.879
0.4878,0.6362,1.481,-20.9961,59.8755,-2.9297,23.544
0.5063,0.6836,1.5195,-8.2397,44.9829,-7.6904,23.401
0.6704,0.7964,1.5073,-2.0142,41.8091,-7.9346,23.329
0.8687,0.8906,1.5063,-10.6812,52.9785,-4.9438,23.132
0.9858,0.9072,1.5083,-26.7334,74.5239,-2.3804,22.72
0.8564,0.834,1.5107,-43.8232,94.4214,2.2583,22.083
0.7681,0.6782,1.4976,-46.0815,106.8726,4.6387,21.396
0.5366,0.4678,1.4819,-18.7988,119.9951,-4.2725,20.808
0.5366,0.4678,1.4819,-18.7988,119.9951,-4.2725,20.446
0.2241,0.7544,1.5649,2.6855,79.5288,-15.3198,20.308
0.2036,0.8901,1.5991,0.7935,48.2788,-15.564,20.281
0.3501,0.9316,1.5864,-3.6621,26.3672,-11.0474,20.248
0.6123,0.8706,1.5518,-11.0474,22.9492,-4.8218,20.121
0.7295,0.7988,1.5391,-22.3389,36.9873,0.5493,19.852
0.6772,0.7119,1.5444,-29.1748,51.2085,2.1973,19.49
0.603,0.6235,1.542,-25.5127,60.2417,0.061,19.16
0.4951,0.5732,1.5327,-18.4937,63.9648,-2.3193,18.913
0.3608,0.5903,1.5293,-10.6201,59.6924,-5.7373,18.759
0.2095,0.6787,1.5483,-3.7231,41.9312,-8.7891,18.704
0.1572,0.7778,1.5674,-1.2207,16.5405,-11.5967,18.71
0.2197,0.8345,1.5728,-2.7466,-5.8594,-10.8643,18.721
0.3633,0.8076,1.5679,-3.6011,-18.6157,-8.2397,18.726
0.48,0.7578,1.5571,-5.9814,-21.2402,-5.188,18.704
0.4585,0.6548,1.563,-8.0566,-18.7378,-6.5308,18.649
0.4253,0.6455,1.5605,-3.7842,-21.3013,-10.0708,18.622
0.4248,0.6724,1.564,-0.9155,-25.2686,-13.0005,18.682
0.4663,0.7153,1.5737,1.709,-28.3203,-13.4277,18.77
0.5552,0.771,1.5845,1.8311,-28.3813,-12.146,18.858
0.6299,0.8003,1.6021,-5.3101,-24.292,-9.9487,18.864
0.6582,0.769,1.6138,-12.0239,-17.1509,-6.897,18.781
0.6367,0.7222,1.6201,-15.9912,-8.8501,-4.3945,18.649
0.5947,0.6851,1.6255,-16.7236,-2.6855,-3.1738,18.495
0.5645,0.6748,1.6235,-15.0146,0.4272,-2.9907,18.353
0.5522,0.6816,1.6196,-11.8408,2.2583,-2.6245,18.243
0.5391,0.6958,1.6162,-9.5825,3.54,-2.8076,18.149
0.5234,0.7051,1.6162,-8.667,3.7231,-3.8452,18.073
0.5059,0.7026,1.6172,-7.6294,3.0518,-5.3101,18.012
0.5015,0.6929,1.6147,-5.8594,1.2207,-4.3945,17.963
0.5078,0.6851,1.6104,-3.9062,0.3662,-2.6855,17.935
0.5122,0.6826,1.605,-1.709,-0.061,-1.77,17.924
0.5322,0.7075,1.5884,1.2817,1.2207,-0.9155,17.93
0.5322,0.7075,1.5884,1.2817,1.2207,-0.9155,17.946
0.5605,0.7441,1.5796,0.6714,5.4321,3.479,17.952
0.564,0.7388,1.5811,-2.0142,8.667,5.6763,17.941
0.564,0.7388,1.5811,-2.0142,8.667,5.6763,17.897
0.5127,0.6763,1.5903,-2.3804,13.3667,6.5918,17.776
0.4951,0.6553,1.5923,0.3052,13.916,5.3711,17.748
0.4961,0.6577,1.5933,3.6011,12.4512,3.1738,17.759
0.5063,0.6855,1.5908,4.4556,11.4746,0.8545,17.787
0.5625,0.6899,1.5728,5.5542,13.0005,-0.9766,17.836
0.5356,0.7227,1.5864,1.8921,16.7236,-3.418,17.847
0.4688,0.6909,1.5801,1.6479,9.2773,-0.4272,17.853
0.4932,0.6743,1.5723,0.9766,9.3994,-0.4883,17.858
0.4688,0.6758,1.563,1.6479,7.8125,-1.4038,17.864
0.4463,0.7007,1.5537,2.5635,4.4556,-1.4038,17.902
0.4478,0.7231,1.5439,2.3804,1.4038,0.3662,17.924
0.4844,0.751,1.5469,2.6245,0.3662,1.77,17.941
0.5586,0.7842,1.5557,0.1831,4.6387,2.6855,17.93
0.606,0.7827,1.5693,-4.2114,12.5122,3.7231,17.864
0.6221,0.7417,1.5713,-9.0942,22.4609,6.897,17.732
0.5142,0.6279,1.5713,-13.1226,42.5415,5.7983,17.551
0.3696,0.6152,1.5879,-9.3384,36.3159,1.9531,17.364
0.2119,0.6343,1.6035,-5.0049,17.9443,-1.5869,17.172
0.0933,0.6387,1.5991,0.7324,-9.7656,-5.6763,17.199
0.1299,0.6138,1.5723,9.8877,-39.3677,-11.2305,17.364
0.3125,0.6333,1.5498,15.1367,-61.4014,-17.8223,17.622
0.4009,0.668,1.5469,20.4468,-71.4722,-23.8647,17.957
0.4702,0.7446,1.5474,23.4985,-77.1484,-26.123,18.347
0.5894,0.8198,1.5557,17.7002,-78.5522,-25.0244,18.682
0.6748,0.8452,1.5439,4.0894,-72.4487,-21.1182,18.875
0.6841,0.8184,1.5166,-8.9111,-63.6597,-14.3433,18.907
0.6353,0.7773,1.4854,-15.8691,-56.2744,-7.6294,18.842
0.5239,0.7271,1.481,-17.8223,-53.5278,-6.1646,18.748
0.355,0.6958,1.5127,-6.4087,-76.5381,-20.3247,18.765
0.3213,0.7007,1.543,-1.1597,-98.3276,-28.3813,18.875
0.3467,0.7173,1.562,4.2114,-122.7417,-31.3721,19.1
0.4375,0.7451,1.5605,7.5073,-145.0806,-30.0293,19.858
0.562,0.7573,1.5425,7.6904,-160.3394,-25.8789,20.308
0.6909,0.7495,1.4893,4.4556,-165.1001,-20.2026,20.308
0.7612,0.709,1.4507,0.9766,-165.1001,-16.8457,21.149
0.772,0.6665,1.417,1.4648,-163.3301,-17.334,21.594
0.7651,0.665,1.3994,5.0049,-162.2925,-18.7378,22.11
0.7646,0.6797,1.3936,5.8594,-164.978,-20.3857,22.692
0.7773,0.6958,1.3921,8.1787,-169.8608,-25.4517,23.373
0.8687,0.7549,1.3784,9.4604,-172.9736,-28.8696,24.153
0.9863,0.8076,1.3799,6.4087,-168.457,-28.9917,24.933
1.0981,0.8359,1.3779,1.8921,-158.7524,-26.3672,25.675
1.1665,0.8472,1.3604,-3.2349,-142.8833,-22.644,26.329
1.1211,0.8423,1.3564,-9.5215,-127.5635,-20.9351,26.889
0.8662,0.7925,1.3545,-9.8877,-126.5869,-30.7617,27.466
0.7827,0.772,1.3604,-6.7139,-133.3008,-29.9072,28.169
0.7349,0.6807,1.3501,-1.8311,-156.1279,-25.0244,28.965
0.8115,0.6108,1.2788,9.0942,-185.73,-24.1699,29.927
0.9932,0.6123,1.208,20.9351,-196.5332,-23.0713,32.756
1.1641,0.667,1.1567,31.4331,-189.4531,-18.4326,34.442
1.2974,0.77,1.1377,34.9121,-172.5464,-15.686,36.151
1.3379,0.8589,1.145,33.0811,-154.3579,-18.2495,37.848
1.2739,0.9106,1.167,28.0762,-141.8457,-23.1934,39.54
1.061,0.8364,1.1343,18.1274,-148.6816,-18.5547,43.044
1.0366,0.7637,1.0928,18.1885,-161.499,-12.9395,45.016
1.1123,0.7061,1.0488,21.4844,-172.3633,-9.7046,47.241
1.252,0.71,1.0234,26.4893,-172.6685,-7.8125,49.658
1.3872,0.7637,1.0083,30.2734,-159.6069,-4.0894,49.658
1.4629,0.8354,0.979,29.9683,-138.4277,-1.77,52.081
1.4692,0.9204,0.9619,22.9492,-114.624,-3.1128,56.31
1.4199,0.9546,0.936,13.9771,-93.3228,-5.7983,57.975
1.3652,0.9438,0.9136,5.249,-75.8667,-6.958,59.337
1.3345,0.8945,0.8975,-2.5635,-62.7441,-4.3945,60.408
1.356,0.8472,0.894,-8.0566,-50.5981,-2.8076,61.227
1.4077,0.8257,0.9077,-11.5356,-35.7666,-1.9531,61.754
1.4673,0.8335,0.9351,-16.7236,1.2817,2.9297,61.93
1.4673,0.8335,0.9351,-16.7236,1.2817,2.9297,61.71
1.3223,0.835,0.9341,-19.5923,26.8555,-1.0986,61.046
1.2251,0.8354,0.9209,-21.3013,28.7476,-3.7842,60.364
1.1655,0.8345,0.9087,-22.9492,18.3105,-2.5024,59.76
1.2012,0.8262,0.9102,-23.0713,12.3291,1.0376,58.793
1.2529,0.8428,0.9209,-22.583,10.437,-1.3428,58.409
1.2754,0.8418,0.9263,-26.7334,8.8501,-3.9673,58.035
1.2681,0.8394,0.9414,-28.8696,9.6436,-7.3853,57.662
1.2251,0.8306,0.9648,-30.5176,9.5825,-9.1553,57.662
1.1836,0.8101,0.9663,-30.5176,7.4463,-11.4136,56.986
1.1768,0.8467,0.8911,-30.5786,-2.5024,-14.7095,56.656
1.1992,0.9004,0.8564,-39.856,-10.0708,-17.334,56.596
1.2129,0.9209,0.8315,-51.3916,-16.7236,-18.2495,56.596
1.2188,0.9072,0.8584,-58.5938,-22.8882,-19.3481,56.514
1.2319,0.8638,0.9136,-62.3779,-25.3296,-20.813,56.503
1.2524,0.7959,0.9766,-62.8662,-23.0103,-23.0103,56.475
1.2725,0.7378,1.0103,-59.8145,-17.0288,-27.5879,56.431
1.2788,0.7275,1.0142,-54.0161,-12.085,-31.4941,56.431
1.2671,0.7451,0.9653,-47.5464,-10.3149,-32.4707,56.42
1.2002,0.8389,0.8442,-48.0347,-18.4937,-33.9966,56.569
1.1626,0.9326,0.7573,-62.7441,-38.147,-34.8511,56.569
1.1821,0.9692,0.752,-77.3315,-53.9551,-33.4473,57.25
1.2041,0.9492,0.8086,-86.6699,-62.3169,-26.7944,57.601
1.2393,0.8716,0.897,-84.2285,-61.2183,-21.7285,57.914
1.2827,0.7817,0.957,-76.6602,-52.2461,-24.7192,58.2
1.335,0.7026,0.9834,-65.979,-40.2222,-33.2031,58.491
1.3369,0.6729,0.9346,-42.6025,-25.2686,-36.377,58.788
1.2241,0.7476,0.7842,-36.8042,-30.8838,-31.9214,59.095
1.0894,0.9106,0.6152,-45.5933,-47.2412,-29.48,59.507
1.0693,1.0264,0.5977,-66.8335,-66.04,-23.3154,60.051
1.2124,0.9883,0.7148,-77.8198,-73.8525,-13.855,60.623
1.4307,0.8877,0.8589,-76.5991,-59.3262,-13.4888,61.436
1.5747,0.7817,0.9238,-68.9087,-30.6396,-18.8599,61.408
1.6206,0.7075,0.9434,-58.4717,0,-28.5034,61.078
1.5215,0.687,0.9434,-45.4712,21.6064,-37.7808,60.612
1.5215,0.687,0.9434,-45.4712,21.6064,-37.7808,60.612
1.0806,0.7871,0.8604,-24.5972,13.0005,-23.1934,59.947
0.9683,0.7705,0.7749,-18.0664,-9.9487,-15.9912,60.051
0.9751,0.8174,0.7495,-13.7939,-33.1421,-16.4185,60.557
1.0986,0.8477,0.7578,-15.4419,-49.0723,-14.8315,61.265
1.2759,0.8643,0.7886,-12.5122,-52.7344,-12.207,62.051
1.4375,0.874,0.8184,-11.4136,-43.9453,-13.4277,62.726
1.4854,0.8799,0.8408,-9.0332,-12.3901,-17.0288,63.182
1.4854,0.8799,0.8408,-9.0332,-12.3901,-17.0288,63.419
1.2642,0.8618,0.7578,-8.7891,-3.7231,-9.3994,63.501
1.1694,0.8721,0.71,-10.6201,-10.1929,-10.0098,63.677
1.1284,0.9243,0.7012,-14.6484,-21.7285,-11.1084,63.951
1.1807,0.9966,0.7012,-32.959,-30.2734,-10.3149,64.171
1.2822,0.9399,0.729,-30.3955,-35.2783,-11.1694,64.506
1.3828,0.915,0.7686,-31.0059,-31.25,-16.5405,64.808
1.396,0.8906,0.7827,-30.1514,-24.6582,-19.043,65.039
1.3486,0.873,0.792,-27.2217,-20.6299,-18.3105,65.226
1.2656,0.8726,0.7759,-23.9868,-21.9727,-16.2354,65.446
1.2104,0.8921,0.6841,-25.2075,-35.6445,-12.3291,65.759
1.2324,0.9277,0.644,-29.1748,-42.1753,-13.0615,66.621
1.29,0.9702,0.6396,-35.2173,-43.8232,-13.4277,67.061
1.3564,0.9775,0.6787,-41.5039,-41.626,-15.8081,67.061
1.4175,0.9531,0.7256,-43.1519,-34.3628,-14.4043,67.632
1.4243,0.9155,0.7378,-42.5415,-24.4141,-12.9395,67.687
1.3643,0.8843,0.7407,-37.9028,-18.1274,-11.1694,67.67
1.2969,0.8691,0.7412,-32.6538,-16.1743,-10.8643,67.676
1.2461,0.8555,0.7183,-27.3438,-18.0664,-8.4839,67.747
1.2285,0.8672,0.6724,-23.4985,-21.7896,-7.5684,67.912
1.2412,0.8936,0.6343,-23.0713,-26.5503,-6.7749,68.148
1.3013,0.9404,0.6689,-24.7192,-31.7993,-6.4697,68.741
1.3013,0.9404,0.6689,-24.7192,-31.7993,-6.4697,68.741
1.3862,0.8862,0.7178,-18.2495,-26.4282,-8.0566,69.06
1.3936,0.8677,0.7002,-13.9771,-19.4702,-6.1035,69.571
1.3423,0.8779,0.6655,-9.2163,-13.5498,-4.8828,69.73
1.2646,0.9194,0.6436,-8.3618,-11.9019,-3.8452,69.868
1.2026,0.9424,0.6323,-9.3384,-15.2588,-1.8311,70.032
1.1929,0.9565,0.6196,-10.2539,-21.2402,0.061,70.28
1.2178,0.957,0.6289,-11.2915,-26.3062,1.709,70.593
1.2642,0.937,0.6548,-10.9863,-28.6865,1.4038,70.95
1.313,0.9165,0.6699,-9.3384,-28.8086,2.1973,71.323
1.3291,0.8975,0.6738,-6.5308,-27.2217,4.4556,71.691
1.3032,0.9067,0.645,-5.3101,-25.5737,3.9673,72.048
1.2451,0.9297,0.582,-6.2866,-29.1138,6.6528,72.416
1.2344,0.9575,0.5659,-9.2773,-30.3345,4.6387,72.817
1.2524,1.0371,0.5562,-17.0288,-32.2266,2.9297,73.229
1.2988,1.0327,0.5771,-34.4238,-32.0435,3.2349,73.603
1.3623,0.9556,0.5786,-32.5317,-30.4565,1.2817,74.015
1.3623,0.9556,0.5786,-32.5317,-30.4565,1.2817,74.015
1.3706,0.9092,0.6089,-32.1655,-23.4375,-1.8921,74.119
1.271,0.8755,0.6143,-26.8555,-18.7378,0.1831,74.218
1.2461,0.8794,0.585,-22.644,-20.4468,0.4883,74.355
1.2339,0.8989,0.5659,-20.3247,-23.5596,2.0142,74.57
1.2441,0.9346,0.5483,-20.3857,-27.0386,3.0518,74.839
1.2422,0.9644,0.5151,-26.5503,-33.5693,2.7466,75.168
1.333,0.9048,0.5317,-26.6113,-33.9355,2.6245,75.509
1.3643,0.9023,0.5444,-27.0996,-28.5645,1.8921,75.756
1.3184,0.9204,0.5728,-22.2778,-20.1416,2.6855,76.069
1.3032,0.9121,0.5688,-20.1416,-20.1416,3.2349,76.229
1.3013,0.9053,0.5586,-18.8599,-19.8364,5.5542,76.388
1.2964,0.9077,0.5508,-16.2354,-22.0337,9.8267,76.597
1.3506,0.9043,0.5151,-18.4937,-19.4702,11.1694,76.729
1.3955,0.9111,0.4951,-19.8364,-14.0381,7.6904,76.761
1.4097,0.9312,0.5049,-22.9492,-6.7139,9.9487,76.619
1.3613,0.9146,0.5381,-25.5127,10.8032,6.4087,76.278
1.3164,0.9282,0.5547,-24.5972,15.2588,5.3101,75.784
1.2373,0.9023,0.5869,-21.2402,13.0615,4.0894,75.218
1.2212,0.8574,0.603,-14.7095,6.0425,2.0752,74.734
1.2798,0.7988,0.5923,-5.249,0.3052,1.5259,74.46
1.3628,0.7935,0.5723,3.3569,0.3662,1.8921,74.394
1.4087,0.8408,0.5649,7.9956,5.6152,3.2349,74.41
1.4087,0.8408,0.5649,7.9956,5.6152,3.2349,74.361
1.3394,0.9175,0.5605,10.7422,16.6626,4.3945,74.202
1.2939,0.8896,0.5552,11.9019,18.3716,3.2959,73.965
1.2388,0.8818,0.5898,17.0288,20.3247,0.9766,73.493
1.1895,0.8823,0.6196,18.9209,15.7471,-0.3662,73.383
1.1963,0.8257,0.6299,25.9399,6.6528,1.6479,73.504
1.3091,0.7856,0.5977,34.1797,3.7842,2.6855,73.762
1.3892,0.833,0.564,39.2456,9.0332,5.3101,73.949
1.4238,0.9131,0.542,39.3677,17.334,9.1553,73.965
1.416,0.9644,0.5137,34.1187,26.062,12.207,73.74
1.3779,0.9868,0.4873,26.6113,34.6069,13.4888,73.268
1.3271,0.9653,0.481,18.1274,41.1377,12.5122,72.587
1.2314,0.958,0.5171,12.0239,42.5415,8.4839,72.587
1.1504,0.9424,0.6099,9.6436,38.147,6.1646,71.18
1.124,0.8892,0.6572,10.9863,27.771,5.0659,70.735
1.187,0.8159,0.6577,16.0522,14.8926,4.7607,70.582
1.2764,0.7876,0.6367,23.3765,8.2397,5.0049,70.631
1.3511,0.8672,0.5601,27.6489,9.5215,8.728,70.714
1.3511,0.8672,0.5601,27.6489,9.5215,8.728,70.752
1.3315,0.9297,0.521,22.583,10.9863,7.3242,70.724
1.252,0.9634,0.5708,8.3618,5.7373,3.1738,70.659
1.2412,0.9126,0.6978,10.9253,5.4932,2.6855,70.609
1.2559,0.8506,0.7358,18.4937,5.4321,4.0894,70.598
1.3257,0.7788,0.7158,27.8931,4.2725,2.0142,70.84
1.4067,0.7632,0.6606,33.6304,6.5918,0,71.049
1.4258,0.7847,0.6084,38.3301,12.6343,2.0752,71.18
1.3823,0.8359,0.5449,38.3911,16.1133,6.6528,71.219
1.3325,0.8726,0.4873,39.0015,16.9067,7.8735,71.235
1.2861,0.9595,0.4819,32.1655,15.3198,6.1646,71.224
1.269,0.9937,0.5815,22.8882,11.7188,6.0425,71.191
1.2686,0.9629,0.7368,21.0571,11.7798,9.9487,71.115
1.2559,0.8735,0.7988,27.6489,13.6719,14.2822,71.038
1.2964,0.79,0.7593,33.6914,17.4561,8.606,70.988
1.3364,0.6768,0.6846,45.166,18.9819,-0.061,71.076
1.3394,0.6816,0.6099,61.4624,17.8833,-3.479,71.373
1.2944,0.7764,0.5635,62.0728,14.5264,3.1128,71.697
1.2817,0.8604,0.5078,58.2275,10.8643,12.4512,71.993
1.3291,0.9263,0.4971,51.6357,12.8784,21.4233,72.131
1.3657,0.9521,0.5923,47.4243,14.6484,23.6816,72.175
1.3955,0.9146,0.7544,48.0957,18.4326,20.5078,72.169
1.2505,0.7583,0.832,63.9038,27.8931,9.2163,72.186
1.2285,0.6777,0.7559,71.9604,27.6489,1.4648,72.35
1.2593,0.6572,0.6577,81.543,21.2402,-2.5024,72.768
1.3042,0.7148,0.563,87.2803,13.6108,5.6152,73.339
1.3306,0.834,0.5093,86.9751,10.498,19.9585,73.883
1.3296,0.9443,0.5103,81.543,11.2305,31.189,74.301
1.3296,1.0195,0.6025,76.7822,11.5967,34.1797,74.641
1.1348,0.9492,0.8706,80.1392,7.8735,23.4375,74.971
1.1621,0.8579,0.8325,79.6509,10.2539,15.9912,75.476
1.251,0.7148,0.7422,76.7212,10.6201,6.4087,75.97
1.355,0.6445,0.6284,83.0078,6.958,4.2725,76.481
1.3721,0.7266,0.5542,87.2803,5.9814,10.2539,77.141
1.3013,0.856,0.521,81.2988,5.188,18.4326,78.453
1.2344,0.9536,0.543,74.7681,-0.6714,25.2686,78.453
1.2163,0.9863,0.6274,67.9932,-10.2539,29.2969,79.887
1.1992,0.9297,0.7676,63.9648,-19.2261,29.7241,80.837
1.2109,0.814,0.8169,66.4062,-23.2544,28.2593,81.925
1.2656,0.6929,0.7808,68.7256,-16.5405,19.5923,82.93
1.3203,0.6421,0.6777,72.3877,-7.019,7.019,83.798
1.3843,0.7104,0.5664,74.7681,3.418,-2.5635,84.474
1.4165,0.8472,0.5103,70.8008,16.0522,-4.3335,84.814
1.375,1.0171,0.6104,49.1943,40.4053,5.249,84.721
1.332,0.9731,0.7202,39.6729,41.9922,1.1597,84.254
1.2871,0.855,0.8252,34.3018,35.4004,-6.1646,83.188
1.2158,0.7197,0.8394,39.3066,22.4609,-4.2114,83.073
1.1553,0.5723,0.7773,55.2979,6.1646,3.7842,83.474
1.1367,0.6099,0.7188,66.4673,-10.1929,6.7139,84.353
1.1733,0.7275,0.6538,67.3828,-23.1323,8.7891,85.551
1.3525,0.9653,0.6284,61.2793,-27.0996,18.7378,86.885
1.3525,0.9653,0.6284,61.2793,-27.0996,18.7378,88.116
1.4253,0.9907,0.6714,53.5889,-15.8081,19.043,89.017
1.3589,0.8506,0.7476,42.3584,10.7422,-3.1738,89.5
1.2788,0.7871,0.7349,41.3818,14.5264,-11.3525,89.665
1.23,0.7515,0.6997,39.917,9.5825,-11.9629,89.896
1.209,0.7603,0.6538,39.0625,-0.4883,-7.6294,90.297
1.251,0.9058,0.6313,34.6069,-14.3433,0.061,91.599
